s_fcode,audityr,ftyname1,ftyname2,ftylocalname,ftyaddr,products,employees,ordersince,ftyaddrlow,ftynamelow1,ftynamelow2,province,prefecture,county,streetnumbers,temp2_streetname,indzone,township,basiclvl,streetnames,name1,name2,,,,,
NAHUKN,2009,NANTONG HUIHONG KNITTING FACTORY,NA,NA,NA,NA,NA,NA,NA,nantong huihong knitting factory,NA,NA,nantong,NA,NA,NA,NA,NA,NA,NA,nantong huihong knitting , huihong  ,,,,,
NAJIAR,2009,"NANTONG JINXIN ARTS &CRAFTS CO., LTD","NANTONG JINXIN ARTS &CRAFTS CO., LTD",NA,"BAIPU TOWN RUGAO, , ,",NA,NA,2004-10-09,"baipu town rugao, , ,","nantong jinxin arts &crafts co., ltd","nantong jinxin arts &crafts co., ltd",NA,nantong,rugao,NA,NA,NA,baipu ,NA,NA,nantong jinxin arts crafts  , jinxin    ,,,,,
NAJIPL,2009,"NANTONG JIAHE PLASTICS & HARDWARE PRODUCTS LTD.,CO","NANTONG JIAHE PLASTICS & HARDWARE PRODUCTS CO., LTD",NA,"SANHE TOWN,HAIMEN CITY, , ,",NA,NA,9/13/07,"sanhe town,haimen city, , ,","nantong jiahe plastics & hardware products ltd.,co","nantong jiahe plastics & hardware products co., ltd",NA,nantong,haimen,NA,NA,NA,sanhe ,NA,NA,nantong jiahe plastics  hardware  , jiahe     ,,,,,
NAKAGA,2009,"NANJING KAIYAO GARMENT AND EMBROIDERY CO.,LTD","NANJING KAIYAO GARMENT AND EMBROIDERY CO.,LTD",NA,"No. 10. Hengsheng Rd., Gaochun Economic Development Zone, Nanjing, Jiangsu, China,",NA,NA,1/22/09,"no. 10. hengsheng rd., gaochun economic development zone, nanjing, jiangsu, china,","nanjing kaiyao garment and embroidery co.,ltd","nanjing kaiyao garment and embroidery co.,ltd",jiangsu,nanjing,gaochun,10,hengsheng ,NA,NA,NA,hengsheng ,nanjing kaiyao garment and embroidery , kaiyao    ,,,,,
NAKIMA,2009,"NANTONG KINSWEAR MANUFACTURING CO., LTD","NANTONG KINSWEAR MANUFACTURING CO., LTD",NA,"NO. 88 LINZI DEVELOPMENT ZONE, RUGAO CITY, JIANGSU PROVINCE, ,",NA,NA,6/30/09,"no. 88 linzi development zone, rugao city, jiangsu province, ,","nantong kinswear manufacturing co., ltd","nantong kinswear manufacturing co., ltd",jiangsu,nantong,rugao,88,NA,NA,NA,NA,NA,nantong kinswear   , kinswear   ,,,,,
NAKNGA,2009,"NANJIANG KNITTING GARMENTS CO., LTD. (HUIAN)","NANJIANG KNITTING GARMENTS CO., LTD. (HUIAN)",NA,"Chengnan Exploit Zone, Huian Town, Quanzhou City, Fujian, China,",NA,NA,2008-07-06,"chengnan exploit zone, huian town, quanzhou city, fujian, china,","nanjiang knitting garments co., ltd. (huian)","nanjiang knitting garments co., ltd. (huian)",fujian,quanzhou,huian,NA,NA,NA,huian ,NA,NA,nanjiang knitting garments   ,nanjiang     ,,,,,
NAKNIN,2009,"FENG YUE KNITTING CO., CHANG PING DONG GUAN CITY","FENG YUE KNITTING CO., CHANG PING DONG GUAN CITY",NA,"No 18, Huan Zhu Li Industrial Road, Chang Ping Town, ,",NA,NA,4/27/07,"no 18, huan zhu li industrial road, chang ping town, ,","feng yue knitting co., chang ping dong guan city","feng yue knitting co., chang ping dong guan city",NA,dong guan,NA,18,huan zhu li industrial ,huan zhu li ,chang ping ,NA,huan zhu li industrial ,feng yue knitting  chang ping dong guan ,feng yue   chang ping  ,,,,,
NALIGA,2009,"NANTONG LIANFA GARMENT CO., LTD.","NANTONG LIANFA GARMENTS CO., LTD",NA,"NO 12 FANGGONG ROAD, HAIAN TOWN, ,",NA,NA,6/21/08,"no 12 fanggong road, haian town, ,","nantong lianfa garment co., ltd.","nantong lianfa garments co., ltd",NA,nantong,haian,12,fanggong ,NA,haian ,NA,fanggong ,nantong lianfa garment  , lianfa   ,,,,,
NALIGA,2009,"NANTONG LIANFA GARMENTS CO., LTD","NANTONG LIANFA GARMENTS CO., LTD",NA,"NO 12 FANGGONG ROAD, HAIAN TOWN, ,",Shirt,950,6/21/08,"no 12 fanggong road, haian town, ,","nantong lianfa garments co., ltd","nantong lianfa garments co., ltd",NA,nantong,haian,12,fanggong ,NA,haian ,NA,fanggong ,nantong lianfa garments  , lianfa   ,,,,,
NALOFA,2009,"NANTONG LONGWEI FASHION CO., LTD.","NANTONG LONGWEI FASHION CO., LTD.",NA,"CHAIWAN INDUSTRIAL ZONE OF RUGAO, CITY, JIANGSU, CHINA, ,",NA,NA,5/29/09,"chaiwan industrial zone of rugao, city, jiangsu, china, ,","nantong longwei fashion co., ltd.","nantong longwei fashion co., ltd.",jiangsu,nantong,rugao,NA,NA,chaiwan ,NA,NA,NA,nantong longwei fashion  , longwei   ,,,,,
NAMLOO,2009,NAMLON GARMENT FACTORY LTD,NAMLON GARMENT FACTORY LTD,NA,"1-3/F, BLOCK 2, HONG XING INDUSTRIAL, NAN PING TOWN, ZHUHAI CITY, GUANGDONG, CHINA,",NA,NA,5/31/07,"1-3/f, block 2, hong xing industrial, nan ping town, zhuhai city, guangdong, china,",namlon garment factory ltd,namlon garment factory ltd,guangdong,zhuhai,NA,"c(""1"", ""3"", ""2"")",NA,hong xing ,nan ping ,NA,NA,namlon garment  ,namlon   ,,,,,
NANACC,2009,"NANTONG A&C ACCESSORIES CO.,LTD","NANTONG A&C ACCESSORIES CO.,LTD",NA,"NO.115 CHENGSHAN ROAD, NANTONG CITY, JIANGSU PROVINCE, CHINA, ,",NA,NA,3/26/04,"no.115 chengshan road, nantong city, jiangsu province, china, ,","nantong a&c accessories co.,ltd","nantong a&c accessories co.,ltd",jiangsu,nantong,NA,115,chengshan ,NA,NA,NA,chengshan ,nantong ac  , ac  ,,,,,
NANBEN,2009,"NANTONG BENSHIDAI HAT CO., LTD","NANTONG BENSHIDAI HAT CO., LTD",NA,"INDUSTRIAL ZONE, SANYANG, HAIMEN, ,",NA,NA,5/27/09,"industrial zone, sanyang, haimen, ,","nantong benshidai hat co., ltd","nantong benshidai hat co., ltd",NA,nantong,haimen,NA,NA,NA,NA,NA,NA,nantong benshidai hat  , benshidai   ,,,,,
NANBYD,2009,"NANTONG BYDESIGN TEXTILE&GARMENTS CO.,LTD","NANTONG BYDESIGN TEXTILE&GARMENTS CO.,LTD",NA,"NO.88-116 CHANGJIANGXI ROAD, HAI AN TOWN, ,",NA,NA,2012-06-07,"no.88-116 changjiangxi road, hai an town, ,","nantong bydesign textile&garments co.,ltd","nantong bydesign textile&garments co.,ltd",NA,nantong,hai an,"c(""88"", ""116"")",changjiangxi ,NA,hai an ,NA,changjiangxi ,nantong bydesign textilegarments , bydesign  ,,,,,
NANCHA,2009,NANCHANG CHANGYI GMT MFG. CO. LTD,NANCHANG CHANGYI GMT MFG. CO. LTD,NA,"NO. 266 QING SHAN HU SOUTH AVENUE, NANCHANG, JIANGXI, CHINA",NA,NA,4/27/07,"no. 266 qing shan hu south avenue, nanchang, jiangxi, china",nanchang changyi gmt mfg. co. ltd,nanchang changyi gmt mfg. co. ltd,jiangxi,nanchang,nanchang,266,qing shan hu south ,NA,NA,NA,qing shan hu south ,nanchang changyi gmt   , changyi    ,,,,,
NANCIT,2009,NANAN CITY ZHENFU FASHION KNITTING FACTORY,NANAN CITY ZHENFU FASHION KNITTING FACTORY,NA,"YUNMEI INDUSTRIAL ZONE, XINLAN VILLAGE, MEISHAN TOWN, NANAN CITY, ,",NA,NA,2002-12-04,"yunmei industrial zone, xinlan village, meishan town, nanan city, ,",nanan city zhenfu fashion knitting factory,nanan city zhenfu fashion knitting factory,NA,NA,NA,NA,NA,yunmei ,meishan ,xinlan ,NA,nanan  zhenfu fashion knitting ,nanan  zhenfu   ,,,,,
NANCON,2009,NANJING GOLDEN CONCHI ENTERPRISES CO LTD,NA,NA,NA,NA,NA,NA,NA,nanjing golden conchi enterprises co ltd,NA,NA,nanjing,NA,NA,NA,NA,NA,NA,NA,nanjing golden conchi   , golden conchi   ,,,,,
NANCRO,2009,"NANHAI SUNRISE HOUSEWARE INDUSTRIES CROP.,LTD.","NANHAI SUNRISE HOUSEWARE INDUSTRIES CROP.,LTD.",-,"WUJIN Develop Zone, huanan, JINSHA, Nanhai District, Foshan city, Guangdong province,",NA,NA,2002-09-09,"wujin develop zone, huanan, jinsha, nanhai district, foshan city, guangdong province,","nanhai sunrise houseware industries crop.,ltd.","nanhai sunrise houseware industries crop.,ltd.",guangdong,foshan,nanhai,NA,NA,NA,NA,NA,NA,nanhai sunrise houseware industries crop, sunrise  industries crop,,,,,
NANCUT,2009,NANJING CUTETOY MANUFACTURER CO. LTD,NANJING CUTETOY MANUFACTURER CO. LTD,NA,"AIRPORT INDUSTRIAL ZONE, SHI QIU TOWN LISHUI COUNTRY, ,",NA,NA,2010-07-08,"airport industrial zone, shi qiu town lishui country, ,",nanjing cutetoy manufacturer co. ltd,nanjing cutetoy manufacturer co. ltd,NA,nanjing,lishui,NA,NA,airport ,shi qiu ,NA,NA,nanjing cutetoy manufacturer  , cutetoy   ,,,,,
NANDAD,2009,"NANTONG DADONG CO., LTD.","NANTONG DADONG CO., LTD.",NA,"MATANG TOWN，RUDONG, NATONG CITY, , ,",NA,NA,5/23/07,"matang town，rudong, natong city, , ,","nantong dadong co., ltd.","nantong dadong co., ltd.",NA,nantong,rudong,NA,NA,NA,matang ,NA,NA,nantong dadong  , dadong  ,,,,,
NANETA,2009,NANJING  NEW TAILUN GARMENT CO.LTD,NANJING  NEW TAILUN GARMENT CO.LTD,NA,"58#CHENLING ROAD ,SHANGFANG TOWN, JIANGNING DISTRICT,NANGJING, JIANGSU PROVINCE,CHINA,",NA,NA,7/20/09,"58#chenling road ,shangfang town, jiangning district,nangjing, jiangsu province,china,",nanjing  new tailun garment co.ltd,nanjing  new tailun garment co.ltd,jiangsu,nanjing,jiangning,58,chenling ,NA,shangfang ,NA,chenling ,nanjing  new tailun garment ,  new tailun  ,,,,,
NANETE,2009,NANTONG ETEX TEXTILE CO.LTD,NANTONG ETEX TEXTILE CO.LTD,NA,"JIANG'AN INDUSTRIAL PARK, RUGAO, NANTONG CITY, ,",NA,NA,2010-06-08,"jiang'an industrial park, rugao, nantong city, ,",nantong etex textile co.ltd,nantong etex textile co.ltd,NA,nantong,rugao,NA,NA,an ,NA,NA,NA,nantong etex textile , etex  ,,,,,
NANFIN,2009,"NAN YI FINERY CO.,LTD.,NANAN QUAN ZHOU CITY","NAN YI FINERY CO.,LTD.,NANAN QUAN ZHOU CITY",泉州南安市南怡服饰有限公司,"THE END OF NANHUAN ROAD, , ,",NA,NA,2004-06-06,"the end of nanhuan road, , ,","nan yi finery co.,ltd.,nanan quan zhou city","nan yi finery co.,ltd.,nanan quan zhou city",NA,quan zhou,NA,NA,the end of nanhuan ,NA,NA,NA,nanhuan ,nan yi finery nanan quan zhou ,nan yi finery nanan  ,,,,,
NANGRO,2009,"NANLONG GROUP CO.,LTD","NANLONG GROUP CO.,LTD",NA,"HARDWARE TECHNOLOGY INDUSTRY ZONE, , ,",NA,NA,2009-05-05,"hardware technology industry zone, , ,","nanlong group co.,ltd","nanlong group co.,ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,nanlong group ,nanlong  ,,,,,
NANHAT,2009,"NANTONG LONGGUAN HATS CO.,LTD",NA,NA,NA,Hats,39,NA,NA,"nantong longguan hats co.,ltd",NA,NA,nantong,NA,NA,NA,NA,NA,NA,NA,nantong longguan hats , longguan  ,,,,,
NANHOU,2009,"NAN TONG YI YUAN HOUSEHOLD TEXTILES CO.,LTD",NA,NA,NA,NA,NA,NA,NA,"nan tong yi yuan household textiles co.,ltd",NA,NA,nan tong,NA,NA,NA,NA,NA,NA,NA,nan tong yi yuan household textiles , yi yuan   ,,,,,
NANINT,2009,"NANJING SILK GARMENT INTERNATIONAL CO.,LTD","NANJING SILK GARMENT INTERNATIONAL CO.,LTD",南京国贸丝绸服装有限公司,"NO. 130, SOUTH REHE ROAD XIAGUAN DISTRICT, , ,",NA,NA,12/30/06,"no. 130, south rehe road xiaguan district, , ,","nanjing silk garment international co.,ltd","nanjing silk garment international co.,ltd",NA,nanjing,NA,130,south rehe ,NA,NA,NA,south rehe ,nanjing silk garment  ,    ,,,,,
NANJIM,2009,"NANJING JIMU INDUSTRY & TRADE CO., LTD.","NANJING JIMU INDUSTRY & TRADE CO., LTD.",NA,"NO.138 XINZHEN RD, LUHE HANGLIANG TOWN, , ,",NA,NA,3/22/02,"no.138 xinzhen rd, luhe hangliang town, , ,","nanjing jimu industry & trade co., ltd.","nanjing jimu industry & trade co., ltd.",NA,nanjing,NA,138,xinzhen ,NA,luhe hangliang ,NA,xinzhen ,nanjing jimu   trade  , jimu     ,,,,,
NANKAI,2009,"NANTONG KAILI TEXTILE CO., LTD.","NANTONG KAILI TEXTILE CO., LTD.",NA,"SANXING TONW,HAIMEN, , ,",NA,NA,2005-09-08,"sanxing tonw,haimen, , ,","nantong kaili textile co., ltd.","nantong kaili textile co., ltd.",NA,nantong,haimen,NA,NA,NA,NA,NA,NA,nantong kaili textile  , kaili   ,,,,,
NANLOR,2009,"NANJING LORD TOYS CO., LTD","NANJING LORD TOYS CO., LTD",NA,"NO. 108, TIE XIN QIAO STREET, YUHUA DISTRICT, ,",NA,NA,1/24/08,"no. 108, tie xin qiao street, yuhua district, ,","nanjing lord toys co., ltd","nanjing lord toys co., ltd",NA,nanjing,NA,108,tie xin qiao ,NA,NA,NA,tie xin qiao ,nanjing lord toys  , lord   ,,,,,
NANMEL,2009,NAN'AN SUNHAND MELAMINE CO.LTD,NAN'AN SUNHAND MELAMINE CO.LTD,-,"SHENGXIN INDUSTRIAL AREA, NAN'AN CITY, FUJIAN PROVINCE, ,",NA,NA,6/26/09,"shengxin industrial area, nan'an city, fujian province, ,",nan'an sunhand melamine co.ltd,nan'an sunhand melamine co.ltd,fujian,NA,NA,NA,NA,shengxin ,NA,NA,NA,nanan sunhand melamine ,nanan sunhand melamine ,,,,,
NANORI,2009,"NANJING ORIENTAL GARMENT & ARTS CRAFTS CO.,LTD",NA,NA,NA,Indoor Slippers & toy,284,NA,NA,"nanjing oriental garment & arts crafts co.,ltd",NA,NA,nanjing,NA,NA,NA,NA,NA,NA,NA,nanjing oriental garment  arts crafts , oriental     ,,,,,
NANPOL,2009,NANHAI FOSHAN POLONEX SHOES LTD,NA,NA,NA,NA,NA,NA,NA,nanhai foshan polonex shoes ltd,NA,NA,foshan,nanhai,NA,NA,NA,NA,NA,NA,nanhai foshan polonex shoes ,nanhai  polonex  ,,,,,
NANPRO,2009,"NANTONG HUASHENG PLASTIC PRODUCTS CO., LTD.","NANTONG HUASHENG PLASTIC PRODUCTS CO., LTD.",NA,"JIANGZAO TOWN, TONGZHOU, NANTONG CITY, , ,",NA,NA,2009-02-05,"jiangzao town, tongzhou, nantong city, , ,","nantong huasheng plastic products co., ltd.","nantong huasheng plastic products co., ltd.",NA,nantong,tongzhou,NA,NA,NA,jiangzao ,NA,NA,nantong huasheng plastic   , huasheng    ,,,,,
NANRES,2009,"NANHAI CHINA RESOURCES YINGTU ARTS AND CRAFTS CO., LTD.","NANHAI CHINA RESOURCES YINGTU ARTS AND CRAFTS CO., LTD.",-,"DENGGANG, LISHUI, NANHAI, , ,",NA,NA,5/26/09,"denggang, lishui, nanhai, , ,","nanhai china resources yingtu arts and crafts co., ltd.","nanhai china resources yingtu arts and crafts co., ltd.",NA,NA,nanhai,NA,NA,NA,NA,NA,NA,nanhai  resources yingtu arts and crafts  ,   yingtu     ,,,,,
NANSOL,2009,NANTONG SOLAMODA GARMENTS CO.LTD,NANTONG SOLAMODA GARMENTS CO.LTD,NA,"INDUSTRIAL AREAOF JIUHUA TOWN, RUGAO, NANTONG CITY, JIANGSU PROVINCE,",NA,NA,6/25/08,"industrial areaof jiuhua town, rugao, nantong city, jiangsu province,",nantong solamoda garments co.ltd,nantong solamoda garments co.ltd,jiangsu,nantong,rugao,NA,NA,NA,industrial areaof jiuhua ,NA,NA,nantong solamoda garments , solamoda  ,,,,,
NANSOU,2009,NANAN SOUTH PACIFIC FASHIONS LTD,NANAN SOUTH PACIFIC FASHIONS LTD,NA,"PANLONG DEVELOPMENT ZONE, SHUITOU TOWN, , ,",NA,NA,2005-05-04,"panlong development zone, shuitou town, , ,",nanan south pacific fashions ltd,nanan south pacific fashions ltd,NA,NA,NA,NA,NA,NA,shuitou ,NA,NA,nanan south pacific fashions ,nanan south pacific  ,,,,,
NANSUP,2009,NANTONG SUPENG HATS COMPANY,NANTONG SUPENG HATS COMPANY,NA,"ZHONGXIU WEST ROAD, NANTONG 226001, CHINA., INDUSTRIAL ZONE, ,",NA,NA,4/16/09,"zhongxiu west road, nantong 226001, china., industrial zone, ,",nantong supeng hats company,nantong supeng hats company,NA,nantong,NA,226001,zhongxiu west ,NA,NA,NA,zhongxiu west ,nantong supeng hats , supeng  ,,,,,
NANTIE,2009,NANTONG HUAYI TIE DYEING FASHION CO. LTD,NANTONG HUAYI TIE DYEING FASHION CO. LTD,NA,"NO14,SHUGUANG EASTROAD, HAIAN TOWN, HAIAN COUTY, ,",Woven Garment,257,2003-04-08,"no14,shuguang eastroad, haian town, haian couty, ,",nantong huayi tie dyeing fashion co. ltd,nantong huayi tie dyeing fashion co. ltd,NA,nantong,haian,14,NA,NA,haian ,NA,NA,nantong huayi tie dyeing fashion  , huayi     ,,,,,
NANWEI,2009,NANHAI WEI RAN TOYS CO. LTD.,NANHAI WEI RAN TOYS CO. LTD.,-,"JIEBIAN INDUSTRIAL DISTRICT, LUOCUN TOWN, ,",NA,NA,1/19/04,"jiebian industrial district, luocun town, ,",nanhai wei ran toys co. ltd.,nanhai wei ran toys co. ltd.,NA,NA,NA,NA,NA,jiebian ,luocun ,NA,NA,nanhai wei ran toys  ,nanhai wei ran   ,,,,,
NANXIU,2009,NANTONG XIULI FASHION FACTORY,NANTONG XIULI FASHION FACTORY,NA,"4TH GROUP ZHU YUAN VILLAGE, YUAN ZHAUNG TOWN, RUDONG, ,",NA,NA,2007-09-09,"4th group zhu yuan village, yuan zhaung town, rudong, ,",nantong xiuli fashion factory,nantong xiuli fashion factory,NA,nantong,rudong,4,NA,NA,yuan zhaung ,th group zhu yuan ,NA,nantong xiuli fashion , xiuli  ,,,,,
NANZHU,2009,"NANJING ZHUOYUE CLOTHING CO., LTD.","NANJING XINGPENG GARMENT CO., LTD.",NA,"128# KEYUAN ROAD, XINGMIN INDUSTRIAL GROVE, JIANGNING DISDRICT,",NA,NA,9/16/08,"128# keyuan road, xingmin industrial grove, jiangning disdrict,","nanjing zhuoyue clothing co., ltd.","nanjing xingpeng garment co., ltd.",NA,nanjing,jiangning,128,keyuan ,xingmin ,NA,NA,keyuan ,nanjing zhuoyue clothing  , zhuoyue   ,,,,,
NAPLTO,2009,NANGUO PLASTIC TOYS FACTORY,NANGUO PLASTIC TOYS FACTORY,-,"NEIYANG INDUSTRIAL PARK, LIANXIA TOWN, CHENGHAI DISTRICT, ,",NA,NA,4/13/06,"neiyang industrial park, lianxia town, chenghai district, ,",nanguo plastic toys factory,nanguo plastic toys factory,NA,NA,chenghai,NA,NA,neiyang ,lianxia ,NA,NA,nanguo plastic toys ,nanguo   ,,,,,
NARUFA,2009,"NANTONG RUNCHUANG FASHION CO., LTD.",NA,NA,NA,NA,NA,NA,NA,"nantong runchuang fashion co., ltd.",NA,NA,nantong,NA,NA,NA,NA,NA,NA,NA,nantong runchuang fashion  , runchuang   ,,,,,
NASHCO,2009,"NANTONG SHENGTAI GARMENT CO., LTD","NANTONG SHENGTAI GARMENT CO., LTD",南通盛泰制衣有限公司,"XINZHA VILLAGE, ZHAXI, ZHAGANG DISTRICT, , ,",NA,NA,4/13/06,"xinzha village, zhaxi, zhagang district, , ,","nantong shengtai garment co., ltd","nantong shengtai garment co., ltd",NA,nantong,NA,NA,NA,NA,NA,xinzha ,NA,nantong shengtai garment  , shengtai   ,,,,,
NATOLI,2009,"NAN TONG LI SANG FASHION GARMENT CO., LTD.","NAN TONG LI SANG FASHION CO., LTD.",NA,"EAST OF HUAN CHENG RD.(S.),RU GAO,JIANG SU, , ,",NA,NA,10/21/08,"east of huan cheng rd.(s.),ru gao,jiang su, , ,","nan tong li sang fashion garment co., ltd.","nan tong li sang fashion co., ltd.",jiang su,nan tong,NA,NA,east of huan cheng ,NA,NA,NA,huan cheng ,nan tong li sang fashion garment  , li sang    ,,,,,
NAWISP,2009,"NANTONG WINNER SPORTS GOODS CO.,LTD",NA,NA,NA,NA,NA,NA,NA,"nantong winner sports goods co.,ltd",NA,NA,nantong,NA,NA,NA,NA,NA,NA,NA,nantong winner sports goods , winner   ,,,,,
NAZHGA,2009,"NANTONG ZHONGJIN GARMENTS AND DECORATIONS CO., LTD",NA,NA,NA,NA,NA,NA,NA,"nantong zhongjin garments and decorations co., ltd",NA,NA,nantong,NA,NA,NA,NA,NA,NA,NA,nantong zhongjin garments and decorations  , zhongjin     ,,,,,
NBCZGC,2009,"NINGBO CHANGZHOU GARMENT CO., LTD",NA,NA,NA,NA,NA,NA,NA,"ningbo changzhou garment co., ltd",NA,NA,ningbo,NA,NA,NA,NA,NA,NA,NA,ningbo changzhou garment  , changzhou   ,,,,,
NBHHCO,2009,"NINGBO HUAHE KNITWEAR COL, LTD","NINGBO HUAHE KNITWEAR COL, LTD",NA,"NO.577, HENGSHAN ROAD(W), XINQI TOWN, NINGBO DEVELOPMENT ZONE, NINGBO, CHINA",NA,NA,7/29/09,"no.577, hengshan road(w), xinqi town, ningbo development zone, ningbo, china","ningbo huahe knitwear col, ltd","ningbo huahe knitwear col, ltd",NA,ningbo,NA,577,hengshan ,NA,xinqi ,NA,hengshan ,ningbo huahe knitwear col , huahe  col ,,,,,
NBOBFA,2009,"BEIFA GROUP CO.,LTD.","BEIFA GROUP CO.,LTD.",NA,"NO. 298, EAST JIANGNAN ROAD, BEILUN DISTRICT, , ,",NA,NA,11/15/00,"no. 298, east jiangnan road, beilun district, , ,","beifa group co.,ltd.","beifa group co.,ltd.",NA,NA,NA,298,east jiangnan ,NA,NA,NA,east jiangnan ,beifa group ,beifa  ,,,,,
NECEFU,2009,NEW CENTURY FURNITURE INDUSTRY CO.LTD,NA,NA,NA,NA,NA,NA,NA,new century furniture industry co.ltd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new century furniture  ,new century   ,,,,,
NEDEHO,2009,"NEW DEVELOPING HOME PRODUCTS CO., LTD","NEW DEVELOPING HOME PRODUCTS CO., LTD",-,"WU XING BUILDING, GUAN TOU INVESTMENT DISTRICT, LIAN JIANG COUNTY, ,",NA,NA,2005-07-09,"wu xing building, guan tou investment district, lian jiang county, ,","new developing home products co., ltd","new developing home products co., ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,new developing home   ,new developing    ,,,,,
NEFOLI,2009,"NEW FOCUS LIGHTING&POWER TECHNOLOGY (SHANGHAI) CO., LTD",NA,NA,NA,NA,NA,NA,NA,"new focus lighting&power technology (shanghai) co., ltd",NA,shanghai,shanghai,NA,NA,NA,NA,NA,NA,NA,new focus lightingpower technology   ,new focus lightingpower    ,,,,,
NEVCEN,2009,NEVA CENTURY GUANGZHOU METAL INDUSTRY,NEVA CENTURY GUANGZHOU METAL INDUSTRY,-,"FIRST & THIRD FLOOR,NEVA INDUSTRIAL, ESTATE, NO.47, ZHONG ER CUN ROAD, SHI GUANG ROAD, ZHONG CUN TOWN, PANYU, GUANGZHOU CITY",NA,NA,7/28/08,"first & third floor,neva industrial, estate, no.47, zhong er cun road, shi guang road, zhong cun town, panyu, guangzhou city",neva century guangzhou metal industry,neva century guangzhou metal industry,NA,guangzhou,panyu,47,"c(""zhong er cun "", ""shi guang "")",neva ,zhong cun ,NA,"c(""zhong er cun "", ""shi guang "")",neva century guangzhou metal ,neva century   ,,,,,
NEWARE,2009,NEW AREA TOYS (ZHUHAI) LIMITED,NEW AREA TOYS (ZHUHAI) LIMITED,-,"NO.5 HONGQIAO ROAD , BAIJIAO SCIENCE & TECHNOLOGY, INDUSTRIAL CAMPUS, DONGMEN COUNTY,",NA,NA,5/27/08,"no.5 hongqiao road , baijiao science & technology, industrial campus, dongmen county,",new area toys (zhuhai) limited,new area toys (zhuhai) limited,NA,zhuhai,NA,5,hongqiao ,NA,NA,NA,hongqiao ,new area toys  ,new area   ,,,,,
NEWCHO,2009,"NEW CHONG ART HANDBAGS (SHENZHEN) CO., LTD.","NEW CHONG ART HANDBAGS (SHENZHEN) CO., LTD.",-,"Dashuitianba, Yuxin Road, Niuhu Village, Guanlan Town, baoan District, ,",NA,NA,2006-06-06,"dashuitianba, yuxin road, niuhu village, guanlan town, baoan district, ,","new chong art handbags (shenzhen) co., ltd.","new chong art handbags (shenzhen) co., ltd.",NA,shenzhen,baoan,NA,yuxin ,NA,guanlan ,niuhu ,yuxin ,new chong art handbags   ,new chong     ,,,,,
NEWFAT,2009,NEW HUNG FAT ARTIFICIAL FLOWER FACTORY,NEW HUNG FAT ARTIFICIAL FLOWER FACTORY,-,"YONGMARK SAN XIANG, , ,",NA,NA,3/20/08,"yongmark san xiang, , ,",new hung fat artificial flower factory,new hung fat artificial flower factory,NA,NA,NA,NA,NA,NA,NA,NA,NA,new hung fat artificial flower ,new hung fat   ,,,,,
NEWFIT,2009,"NEW CHENG TAI LIGHTING FITTING CO., LTD","NEW CHENG TAI LIGHTING CO., LTD",-,"SONGSHAN INDUSTRIAL PARK, ZHONKAI, HI-TECH AREA,CHEN JIANG TOWN, HUIZHOU, GUANGDONG,",NA,NA,2007-01-05,"songshan industrial park, zhonkai, hi-tech area,chen jiang town, huizhou, guangdong,","new cheng tai lighting fitting co., ltd","new cheng tai lighting co., ltd",guangdong,huizhou,NA,NA,NA,songshan ,chen jiang ,NA,NA,new cheng tai lighting fitting  ,new cheng tai  fitting  ,,,,,
NEWFUC,2009,"NEW FUCHENG ARTCRAFT OF SILK-FLOWER MANUFACTURERS CO.,LTD","NEW FUCHENG ARTCRAFT OF SILK-FLOWER MANUFACTURERS CO.,LTD",-,"NO.2616 PINGDONG ROAD, PINGSHA TOWN,JINWAN DISTRICT, ,",NA,NA,10/21/09,"no.2616 pingdong road, pingsha town,jinwan district, ,","new fucheng artcraft of silk-flower manufacturers co.,ltd","new fucheng artcraft of silk-flower manufacturers co.,ltd",NA,NA,jinwan,2616,pingdong ,NA,pingsha ,NA,pingdong ,new fucheng artcraft of silkflower  ,new fucheng   silkflower  ,,,,,
NEWNAN,2009,"NEW DONGHAI(NANTONG)TEXTILE PRODUCTS CO.,LTD","NEW DONGHAI(NANTONG)TEXTILE PRODUCTS CO.,LTD",NA,"NO.1688, JINTONG ROAD, TONGZHOU CITY, , ,",NA,NA,11/15/04,"no.1688, jintong road, tongzhou city, , ,","new donghai(nantong)textile products co.,ltd","new donghai(nantong)textile products co.,ltd",NA,nantong,tongzhou,1688,jintong ,NA,NA,NA,jintong ,new donghaitextile  ,new donghaitextile  ,,,,,
NEWNGA,2009,"NEW NGAI KEUNG HANDBAGS (SHEN ZHEN) CO., LTD.","NEW NGAI KEUNG HANDBAGS (SHEN ZHEN) CO., LTD.",-,"BLOCK G, NGAI KEUNG INDUSTRY ESTATE, NIUHU, GUAN LAN, BAO AN DIST, SHENZHEN CITY, GUANGDONG PROVINCE,",NA,NA,10/31/03,"block g, ngai keung industry estate, niuhu, guan lan, bao an dist, shenzhen city, guangdong province,","new ngai keung handbags (shen zhen) co., ltd.","new ngai keung handbags (shen zhen) co., ltd.",guangdong,shen zhen,NA,NA,NA,NA,NA,NA,NA,new ngai keung handbags   ,new ngai keung    ,,,,,
